Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
57414,1655124836,19.72,39.98,79,400,12831,20699,937.494,2.18,2.26,14.98,2.335,0.053,528,0
57415,1655124837,19.675,39.96,83,401,12833,20690,937.494,2.15,2.24,14.82,2.311,0.052,529,0
57416,1655124838,19.63,39.95,92,409,12825,20674,937.495,2.14,2.22,14.69,2.291,0.052,530,0
57417,1655124839,19.585,39.9,104,408,12821,20667,937.487,2.11,2.19,14.53,2.266,0.051,531,0
57418,1655124840,19.539,39.89,107,406,12824,20662,937.475,2.1,2.18,14.43,2.25,0.051,532,0
57419,1655124841,19.494,39.94,127,442,12803,20639,937.473,2.05,2.12,14.08,2.195,0.05,533,0
57420,1655124842,19.449,40.92,126,436,12801,20625,937.476,2.01,2.09,13.84,2.158,0.049,534,0
57421,1655124843,19.403,41.96,125,438,12809,20632,937.474,2.02,2.1,13.91,2.17,0.049,535,0
57422,1655124844,19.358,42.77,133,433,12810,20636,937.476,2.04,2.11,14.01,2.184,0.049,536,0
57423,1655124845,19.312,43.43,105,417,12821,20651,937.468,2.04,2.12,14.05,2.19,0.049,537,0
57424,1655124846,19.266,43.93,111,413,12819,20652,937.48,2.06,2.14,14.15,2.207,0.05,538,0
57425,1655124847,19.221,44.26,113,411,12819,20648,937.485,2.09,2.17,14.39,2.244,0.051,539,0
57426,1655124848,19.175,44.58,97,400,12830,20663,937.479,2.09,2.18,14.41,2.248,0.051,540,0
57427,1655124849,19.129,44.83,108,410,12822,20667,937.481,2.15,2.23,14.77,2.302,0.052,541,0
57428,1655124850,19.083,45.02,110,416,12818,20647,937.479,2.2,2.29,15.15,2.362,0.053,542,0
57429,1655124851,19.037,45.22,120,410,12816,20651,937.473,2.26,2.35,15.57,2.429,0.055,543,0
57430,1655124852,18.99,45.39,132,408,12816,20636,937.473,2.27,2.36,15.65,2.44,0.055,544,0
57431,1655124853,18.944,45.53,111,405,12824,20641,937.475,2.31,2.4,15.89,2.477,0.056,545,0
57432,1655124854,18.898,45.63,103,407,12819,20655,937.484,2.31,2.4,15.89,2.477,0.056,546,0
57433,1655124855,18.851,45.74,103,409,12829,20662,937.478,2.29,2.38,15.77,2.459,0.056,547,0
57434,1655124856,18.805,45.82,94,400,12824,20672,937.487,2.28,2.37,15.72,2.452,0.055,548,0
57435,1655124857,18.758,45.86,88,400,12829,20673,937.506,2.27,2.36,15.63,2.438,0.055,549,0
57436,1655124858,18.711,45.97,83,400,12827,20681,937.51,2.25,2.34,15.5,2.417,0.055,550,0
57437,1655124859,18.664,46.07,88,400,12826,20683,937.508,2.25,2.34,15.5,2.416,0.055,551,0
57438,1655124860,18.617,46.12,83,400,12830,20684,937.499,2.22,2.3,15.25,2.378,0.054,552,0
57439,1655124861,18.57,46.23,75,400,12831,20689,937.5,2.2,2.28,15.14,2.36,0.053,553,0
57440,1655124862,18.523,46.27,76,400,12833,20697,937.5,2.16,2.24,14.84,2.315,0.052,554,0
57441,1655124863,18.476,46.34,70,400,12833,20697,937.502,2.14,2.22,14.72,2.295,0.052,555,0
57442,1655124864,18.429,46.36,61,400,12830,20703,937.508,2.11,2.2,14.55,2.269,0.051,556,0
57443,1655124865,18.382,46.45,66,400,12826,20704,937.497,2.1,2.18,14.45,2.253,0.051,557,0
57444,1655124866,18.334,46.49,49,400,12831,20708,937.494,2.06,2.14,14.19,2.213,0.05,558,0
57445,1655124867,18.287,46.5,65,407,12823,20699,937.484,2.05,2.13,14.13,2.204,0.05,559,0
57446,1655124868,18.239,46.57,67,400,12824,20698,937.486,2.03,2.11,13.95,2.175,0.049,560,0
57447,1655124869,18.192,46.67,69,400,12832,20712,937.488,2.0,2.08,13.77,2.147,0.049,561,0
57448,1655124870,18.144,46.73,63,400,12831,20708,937.484,1.94,2.01,13.33,2.078,0.047,562,0
57449,1655124871,18.096,46.66,50,400,12845,20722,937.487,1.91,1.99,13.17,2.053,0.046,563,0
57450,1655124872,18.049,45.61,46,400,12847,20730,937.496,1.84,1.91,12.66,1.975,0.045,564,0
57451,1655124873,18.001,44.57,45,400,12846,20714,937.492,1.82,1.89,12.55,1.957,0.044,565,0
57452,1655124874,17.953,43.68,50,400,12844,20715,937.505,1.78,1.84,12.22,1.905,0.043,566,0
57453,1655124875,17.905,42.97,39,400,12847,20720,937.497,1.75,1.81,12.02,1.875,0.042,567,0
57454,1655124876,17.857,42.47,50,400,12837,20720,937.48,1.71,1.78,11.78,1.837,0.041,568,0
57455,1655124877,17.808,42.05,49,400,12844,20722,937.486,1.7,1.77,11.72,1.827,0.041,569,0
57456,1655124878,17.76,41.76,48,400,12840,20710,937.484,1.72,1.78,11.81,1.841,0.042,570,0
57457,1655124879,17.712,41.49,51,400,12840,20720,937.488,1.75,1.82,12.07,1.883,0.043,571,0
57458,1655124880,17.663,41.32,46,400,12839,20722,937.483,1.76,1.83,12.14,1.894,0.043,572,0
57459,1655124881,17.615,41.13,42,400,12838,20718,937.494,1.78,1.85,12.28,1.916,0.043,573,0
57460,1655124882,17.566,40.99,54,400,12832,20707,937.488,1.77,1.84,12.2,1.903,0.043,574,0
57461,1655124883,17.518,40.85,58,400,12836,20708,937.485,1.74,1.8,11.95,1.863,0.042,575,0
57462,1655124884,17.469,40.8,59,400,12835,20718,937.488,1.73,1.8,11.93,1.86,0.042,576,0
57463,1655124885,17.42,40.69,52,400,12836,20715,937.503,1.71,1.78,11.77,1.835,0.041,577,0
57464,1655124886,17.371,40.59,57,400,12833,20705,937.487,1.71,1.78,11.78,1.837,0.041,578,0
57465,1655124887,17.322,40.52,67,400,12831,20702,937.514,1.79,1.86,12.32,1.921,0.043,579,0
57466,1655124888,17.273,40.46,56,400,12834,20711,937.523,1.83,1.9,12.58,1.962,0.044,580,0
57467,1655124889,17.224,40.41,50,400,12830,20711,937.511,1.87,1.94,12.86,2.005,0.045,581,0
57468,1655124890,17.175,40.31,52,400,12836,20728,937.503,1.88,1.95,12.95,2.019,0.046,582,0
57469,1655124891,17.126,40.26,58,400,12834,20711,937.51,1.94,2.02,13.38,2.087,0.047,583,0
57470,1655124892,17.077,40.23,62,401,12825,20703,937.511,1.99,2.07,13.69,2.134,0.048,584,0
57471,1655124893,17.027,40.19,54,400,12832,20700,937.496,2.05,2.13,14.09,2.197,0.05,585,0
57472,1655124894,16.978,40.14,50,400,12833,20716,937.504,2.07,2.15,14.25,2.222,0.05,586,0
57473,1655124895,16.929,40.12,51,400,12828,20714,937.506,2.12,2.21,14.61,2.278,0.051,587,0
57474,1655124896,16.879,40.1,49,400,12839,20718,937.507,2.17,2.25,14.91,2.324,0.052,588,0
57475,1655124897,16.829,40.02,48,400,12834,20710,937.515,2.24,2.32,15.39,2.399,0.054,589,0
57476,1655124898,16.78,39.94,54,401,12829,20707,937.524,2.26,2.35,15.54,2.423,0.055,590,0
57477,1655124899,16.73,39.98,49,400,12834,20712,937.524,2.29,2.38,15.75,2.457,0.055,591,0
57478,1655124900,16.68,39.94,52,400,12831,20709,937.525,2.3,2.39,15.82,2.468,0.056,592,0
57479,1655124901,16.63,40.03,81,415,12815,20686,937.522,2.31,2.4,15.93,2.484,0.056,593,0
57480,1655124902,16.581,41.01,83,429,12805,20675,937.532,2.31,2.4,15.92,2.483,0.056,594,0
57481,1655124903,16.531,41.98,89,429,12809,20672,937.522,2.3,2.39,15.83,2.469,0.056,595,0
57482,1655124904,16.481,42.82,90,422,12815,20671,937.526,2.24,2.33,15.42,2.404,0.054,596,0
57483,1655124905,16.43,43.45,89,412,12818,20678,937.503,2.23,2.31,15.32,2.388,0.054,597,0
57484,1655124906,16.38,44.04,86,408,12820,20672,937.518,2.18,2.27,15.03,2.344,0.053,598,0
57485,1655124907,16.33,44.41,90,410,12816,20679,937.507,2.19,2.27,15.06,2.349,0.053,599,0
57486,1655124908,16.28,44.67,78,405,12822,20682,937.513,2.17,2.26,14.96,2.333,0.053,600,0
57487,1655124909,16.229,44.96,86,403,12819,20667,937.518,2.16,2.24,14.86,2.317,0.052,601,0
57488,1655124910,16.179,45.15,102,413,12817,20662,937.517,2.13,2.21,14.67,2.287,0.052,602,0
57489,1655124911,16.129,45.31,102,412,12817,20656,937.511,2.13,2.21,14.64,2.282,0.052,603,0
57490,1655124912,16.078,45.53,95,407,12820,20656,937.5,2.13,2.22,14.69,2.291,0.052,604,0
57491,1655124913,16.028,45.65,96,403,12824,20672,937.501,2.12,2.21,14.62,2.28,0.051,605,0
57492,1655124914,15.977,45.82,104,410,12823,20658,937.503,2.14,2.22,14.7,2.293,0.052,606,0
57493,1655124915,15.926,45.92,80,400,12826,20677,937.497,2.15,2.24,14.81,2.309,0.052,607,0
57494,1655124916,15.876,45.97,90,400,12825,20667,937.494,2.2,2.28,15.11,2.357,0.053,608,0
57495,1655124917,15.825,46.05,86,404,12819,20670,937.497,2.2,2.29,15.15,2.362,0.053,609,0
57496,1655124918,15.774,46.13,86,400,12826,20688,937.5,2.22,2.3,15.26,2.379,0.054,610,0
57497,1655124919,15.723,46.23,87,402,12820,20679,937.508,2.23,2.32,15.37,2.397,0.054,611,0
57498,1655124920,15.672,46.29,79,400,12827,20684,937.511,2.3,2.39,15.8,2.464,0.056,612,0
57499,1655124921,15.621,46.36,81,400,12826,20693,937.511,2.31,2.4,15.9,2.48,0.056,613,0
57500,1655124922,15.57,46.43,78,400,12824,20688,937.518,2.31,2.4,15.93,2.484,0.056,614,0
57501,1655124923,15.519,46.45,67,400,12828,20690,937.513,2.28,2.36,15.67,2.443,0.055,615,0
57502,1655124924,15.468,46.53,61,400,12828,20703,937.506,2.25,2.33,15.47,2.412,0.054,616,0
57503,1655124925,15.416,46.57,67,400,12830,20692,937.497,2.2,2.29,15.16,2.365,0.053,617,0
57504,1655124926,15.365,46.59,80,406,12822,20689,937.505,2.19,2.27,15.06,2.349,0.053,618,0
57505,1655124927,15.314,46.65,62,400,12829,20703,937.498,2.15,2.23,14.76,2.302,0.052,619,0
57506,1655124928,15.262,46.71,65,401,12824,20702,937.504,2.15,2.23,14.8,2.308,0.052,620,0
57507,1655124929,15.211,46.75,68,406,12823,20700,937.5,2.14,2.22,14.72,2.295,0.052,621,0
57508,1655124930,15.159,46.8,58,400,12818,20708,937.499,2.17,2.25,14.93,2.329,0.053,622,0
57509,1655124931,15.108,46.75,25,400,12839,20730,937.492,2.2,2.29,15.16,2.364,0.053,623,0
57510,1655124932,15.056,45.69,26,400,12838,20732,937.494,2.22,2.3,15.25,2.378,0.054,624,0
57511,1655124933,15.005,44.68,40,400,12836,20714,937.499,2.23,2.31,15.33,2.391,0.054,625,0
57512,1655124934,14.953,43.82,46,400,12832,20717,937.499,2.25,2.34,15.49,2.415,0.055,626,0
57513,1655124935,14.901,43.09,45,400,12830,20721,937.488,2.28,2.36,15.66,2.442,0.055,627,0
57514,1655124936,14.849,42.62,52,400,12824,20708,937.498,2.27,2.36,15.64,2.439,0.055,628,0
57515,1655124937,14.798,42.21,68,401,12828,20700,937.495,2.26,2.35,15.56,2.426,0.055,629,0
57516,1655124938,14.746,41.86,61,400,12822,20702,937.498,2.25,2.34,15.5,2.417,0.055,630,0
57517,1655124939,14.694,41.66,60,403,12819,20701,937.499,2.28,2.37,15.69,2.446,0.055,631,0
57518,1655124940,14.642,41.47,49,400,12822,20714,937.488,2.27,2.36,15.65,2.44,0.055,632,0
57519,1655124941,14.59,41.3,53,400,12820,20713,937.499,2.26,2.35,15.58,2.429,0.055,633,0
57520,1655124942,14.538,41.15,62,406,12817,20705,937.513,2.24,2.33,15.45,2.409,0.054,634,0
57521,1655124943,14.486,41.03,53,410,12822,20714,937.509,2.19,2.28,15.07,2.35,0.053,635,0
57522,1655124944,14.434,40.95,52,408,12819,20709,937.505,2.18,2.26,14.99,2.337,0.053,636,0
57523,1655124945,14.381,40.86,53,411,12818,20709,937.494,2.16,2.25,14.87,2.319,0.052,637,0
57524,1655124946,14.329,40.76,63,419,12809,20701,937.501,2.15,2.24,14.82,2.311,0.052,638,0
57525,1655124947,14.277,40.7,60,423,12812,20699,937.49,2.16,2.24,14.85,2.316,0.052,639,0
57526,1655124948,14.224,40.62,47,415,12812,20701,937.483,2.13,2.22,14.68,2.289,0.052,640,0
57527,1655124949,14.172,40.52,49,410,12819,20713,937.489,2.12,2.2,14.6,2.277,0.051,641,0
57528,1655124950,14.12,40.5,40,410,12821,20720,937.5,2.1,2.19,14.48,2.258,0.051,642,0
57529,1655124951,14.067,40.47,47,413,12816,20721,937.496,2.1,2.18,14.46,2.256,0.051,643,0
57530,1655124952,14.015,40.4,46,411,12816,20718,937.498,2.1,2.18,14.46,2.254,0.051,644,0
57531,1655124953,13.962,40.33,39,411,12813,20717,937.509,2.11,2.19,14.52,2.264,0.051,645,0
57532,1655124954,13.91,40.28,39,419,12807,20715,937.508,2.15,2.24,14.81,2.31,0.052,646,0
57533,1655124955,13.857,40.22,39,415,12808,20733,937.51,2.16,2.25,14.88,2.32,0.052,647,0
57534,1655124956,13.804,40.17,43,421,12813,20726,937.508,2.16,2.25,14.9,2.323,0.052,648,0
57535,1655124957,13.752,40.17,46,419,12805,20712,937.504,2.17,2.25,14.91,2.325,0.053,649,0
57536,1655124958,13.699,40.15,41,412,12801,20718,937.5,2.15,2.24,14.81,2.309,0.052,650,0
57537,1655124959,13.646,40.12,33,420,12809,20724,937.501,2.14,2.23,14.75,2.3,0.052,651,0
57538,1655124960,13.593,40.03,50,437,12802,20708,937.501,2.11,2.19,14.53,2.265,0.051,652,0
57539,1655124961,13.541,40.12,65,467,12785,20687,937.491,2.11,2.19,14.49,2.26,0.051,653,0
57540,1655124962,13.488,41.12,68,468,12786,20686,937.503,2.11,2.19,14.5,2.261,0.051,654,0
57541,1655124963,13.435,42.14,66,460,12786,20696,937.5,2.1,2.18,14.44,2.252,0.051,655,0
57542,1655124964,13.382,42.96,57,450,12785,20703,937.504,2.13,2.21,14.67,2.287,0.052,656,0
57543,1655124965,13.329,43.62,51,449,12792,20713,937.503,2.14,2.23,14.75,2.301,0.052,657,0
57544,1655124966,13.276,44.09,53,454,12792,20709,937.499,2.15,2.23,14.78,2.304,0.052,658,0
57545,1655124967,13.223,44.53,64,448,12791,20700,937.497,2.16,2.25,14.88,2.32,0.052,659,0
57546,1655124968,13.17,44.8,53,442,12797,20698,937.493,2.17,2.26,14.94,2.33,0.053,660,0
57547,1655124969,13.116,45.07,65,449,12794,20705,937.495,2.2,2.29,15.15,2.363,0.053,661,0
57548,1655124970,13.063,45.25,63,454,12781,20694,937.489,2.21,2.3,15.23,2.374,0.054,662,0
57549,1655124971,13.01,45.45,78,456,12784,20683,937.487,2.21,2.3,15.23,2.376,0.054,663,0
57550,1655124972,12.957,45.59,81,452,12791,20686,937.495,2.22,2.31,15.29,2.385,0.054,664,0
57551,1655124973,12.904,45.75,87,463,12789,20671,937.49,2.29,2.38,15.79,2.462,0.056,665,0
57552,1655124974,12.85,45.88,80,463,12792,20677,937.491,2.3,2.39,15.84,2.47,0.056,666,0
57553,1655124975,12.797,45.97,81,453,12789,20678,937.495,2.29,2.38,15.75,2.456,0.055,667,0
57554,1655124976,12.744,46.09,67,449,12789,20685,937.482,2.29,2.38,15.79,2.463,0.056,668,0
57555,1655124977,12.69,46.19,79,449,12786,20678,937.491,2.31,2.4,15.88,2.476,0.056,669,0
57556,1655124978,12.637,46.27,81,459,12788,20674,937.495,2.31,2.4,15.93,2.484,0.056,670,0
57557,1655124979,12.583,46.36,74,450,12795,20681,937.485,2.33,2.42,16.04,2.501,0.056,671,0
57558,1655124980,12.53,46.41,73,451,12790,20695,937.496,2.32,2.41,15.99,2.493,0.056,672,0
57559,1655124981,12.477,46.45,72,458,12791,20687,937.491,2.31,2.4,15.87,2.474,0.056,673,0
57560,1655124982,12.423,46.5,70,456,12785,20685,937.488,2.31,2.4,15.88,2.477,0.056,674,0
57561,1655124983,12.369,46.61,73,456,12788,20689,937.499,2.28,2.37,15.71,2.449,0.055,675,0
57562,1655124984,12.316,46.63,82,465,12778,20672,937.497,2.27,2.36,15.64,2.438,0.055,676,0
57563,1655124985,12.262,46.71,81,447,12785,20690,937.497,2.25,2.34,15.49,2.415,0.055,677,0
57564,1655124986,12.209,46.72,75,449,12786,20680,937.511,2.24,2.33,15.45,2.409,0.054,678,0
57565,1655124987,12.155,46.81,85,456,12786,20676,937.53,2.24,2.33,15.42,2.405,0.054,679,0
57566,1655124988,12.101,46.79,87,466,12780,20679,937.531,2.22,2.31,15.27,2.381,0.054,680,0
57567,1655124989,12.048,46.89,78,453,12784,20683,937.523,2.22,2.31,15.27,2.382,0.054,681,0
57568,1655124990,11.994,46.95,86,448,12789,20676,937.519,2.27,2.36,15.61,2.433,0.055,682,0
57569,1655124991,11.94,46.84,59,421,12802,20711,937.516,2.28,2.37,15.69,2.447,0.055,683,0
57570,1655124992,11.886,45.82,57,417,12801,20709,937.522,2.37,2.46,16.31,2.544,0.057,684,0
57571,1655124993,11.833,44.83,54,420,12799,20701,937.518,2.4,2.49,16.5,2.573,0.058,685,0
57572,1655124994,11.779,43.95,61,439,12803,20702,937.515,2.45,2.54,16.83,2.625,0.059,686,0
57573,1655124995,11.725,43.31,75,441,12788,20686,937.508,2.47,2.56,16.98,2.648,0.06,687,0
57574,1655124996,11.671,42.76,75,447,12797,20686,937.516,2.47,2.57,17.0,2.651,0.06,688,0
57575,1655124997,11.617,42.34,68,431,12795,20688,937.503,2.48,2.58,17.07,2.661,0.06,689,0
57576,1655124998,11.563,41.99,73,432,12794,20682,937.518,2.52,2.62,17.34,2.704,0.061,690,0
57577,1655124999,11.509,41.72,81,448,12786,20667,937.507,2.5,2.6,17.23,2.687,0.061,691,0
57578,1655125000,11.455,41.53,76,432,12792,20683,937.51,2.54,2.63,17.45,2.722,0.061,692,0
57579,1655125001,11.401,41.39,86,441,12794,20685,937.517,2.54,2.64,17.47,2.724,0.062,693,0
57580,1655125002,11.347,41.24,75,435,12791,20687,937.521,2.54,2.64,17.47,2.725,0.062,694,0
57581,1655125003,11.293,41.13,67,438,12793,20686,937.524,2.52,2.62,17.37,2.708,0.061,695,0
57582,1655125004,11.239,40.98,77,442,12784,20674,937.523,2.5,2.6,17.2,2.682,0.061,696,0
57583,1655125005,11.185,40.91,82,447,12789,20680,937.522,2.48,2.57,17.04,2.657,0.06,697,0
57584,1655125006,11.131,40.84,96,451,12781,20662,937.526,2.45,2.55,16.89,2.634,0.06,698,0
57585,1655125007,11.077,40.8,107,464,12785,20659,937.525,2.42,2.52,16.69,2.602,0.059,699,0
57586,1655125008,11.023,40.71,96,449,12777,20658,937.514,2.38,2.48,16.41,2.559,0.058,700,0
57587,1655125009,10.969,40.62,90,454,12784,20666,937.508,2.38,2.47,16.36,2.552,0.058,701,0
57588,1655125010,10.915,40.59,96,449,12782,20669,937.503,2.36,2.45,16.21,2.528,0.057,702,0
57589,1655125011,10.861,40.52,92,456,12784,20658,937.508,2.3,2.39,15.82,2.468,0.056,703,0
57590,1655125012,10.806,40.46,83,445,12779,20672,937.518,2.29,2.38,15.75,2.457,0.055,704,0
57591,1655125013,10.752,40.37,106,463,12779,20663,937.519,2.26,2.35,15.56,2.426,0.055,705,0
57592,1655125014,10.698,40.41,90,454,12782,20667,937.524,2.25,2.34,15.48,2.413,0.055,706,0
57593,1655125015,10.644,40.3,88,449,12783,20663,937.523,2.24,2.32,15.4,2.401,0.054,707,0
57594,1655125016,10.59,40.35,91,461,12780,20666,937.511,2.24,2.32,15.39,2.4,0.054,708,0
57595,1655125017,10.535,40.28,78,450,12785,20680,937.518,2.22,2.31,15.3,2.385,0.054,709,0
57596,1655125018,10.481,40.21,74,445,12785,20688,937.517,2.22,2.31,15.31,2.388,0.054,710,0
57597,1655125019,10.427,40.2,89,455,12781,20677,937.522,2.21,2.29,15.19,2.369,0.054,711,0
57598,1655125020,10.373,40.14,75,441,12786,20687,937.523,2.21,2.29,15.18,2.367,0.053,712,0
57599,1655125021,10.318,40.23,100,477,12764,20659,937.52,2.19,2.28,15.08,2.351,0.053,713,0
57601,1655125023,10.21,42.22,106,477,12763,20658,937.533,2.21,2.29,15.19,2.369,0.053,715,0
57603,1655125025,10.101,43.71,101,469,12771,20664,937.534,2.28,2.36,15.67,2.443,0.055,717,0
57604,1655125026,10.047,44.21,97,461,12764,20652,937.535,2.31,2.4,15.87,2.475,0.056,718,0
57605,1655125027,9.993,44.58,87,465,12772,20668,937.53,2.36,2.45,16.26,2.536,0.057,719,0
57606,1655125028,9.938,44.89,95,464,12773,20666,937.539,2.4,2.49,16.49,2.571,0.058,720,0
57607,1655125029,9.884,45.12,83,455,12777,20674,937.551,2.43,2.53,16.73,2.609,0.059,721,0
57608,1655125030,9.829,45.33,85,463,12776,20679,937.548,2.44,2.54,16.82,2.624,0.059,722,0
57609,1655125031,9.775,45.52,85,454,12772,20670,937.54,2.45,2.55,16.89,2.633,0.059,723,0
57610,1655125032,9.721,45.65,95,467,12776,20671,937.541,2.43,2.53,16.75,2.612,0.059,724,0
57611,1655125033,9.666,45.81,75,457,12781,20683,937.53,2.42,2.51,16.63,2.593,0.059,725,0
57612,1655125034,9.612,45.93,83,458,12773,20669,937.529,2.41,2.5,16.56,2.582,0.058,726,0
57613,1655125035,9.558,46.04,85,462,12773,20674,937.542,2.4,2.49,16.49,2.571,0.058,727,0
57614,1655125036,9.503,46.17,73,454,12775,20681,937.553,2.35,2.44,16.15,2.519,0.057,728,0
57615,1655125037,9.449,46.23,78,452,12784,20678,937.556,2.31,2.4,15.92,2.483,0.056,729,0
57616,1655125038,9.394,46.32,77,447,12776,20681,937.558,2.24,2.32,15.39,2.399,0.054,730,0
57617,1655125039,9.34,46.36,83,464,12776,20674,937.543,2.21,2.3,15.24,2.377,0.054,731,0
57618,1655125040,9.286,46.48,66,445,12780,20690,937.541,2.16,2.25,14.88,2.32,0.052,732,0
57619,1655125041,9.231,46.53,68,442,12779,20686,937.543,2.14,2.22,14.73,2.297,0.052,733,0
57620,1655125042,9.177,46.61,66,449,12783,20689,937.539,2.17,2.26,14.95,2.331,0.053,734,0
57621,1655125043,9.122,46.67,65,452,12776,20680,937.538,2.19,2.27,15.06,2.348,0.053,735,0
57622,1655125044,9.068,46.71,72,450,12783,20687,937.544,2.26,2.35,15.55,2.426,0.055,736,0
57623,1655125045,9.014,46.77,61,436,12777,20681,937.54,2.27,2.36,15.6,2.433,0.055,737,0
57624,1655125046,8.959,46.81,76,449,12775,20685,937.544,2.3,2.39,15.85,2.471,0.056,738,0
57625,1655125047,8.905,46.82,86,447,12779,20680,937.55,2.3,2.39,15.83,2.468,0.056,739,0
57626,1655125048,8.85,46.92,86,449,12774,20671,937.553,2.26,2.35,15.59,2.431,0.055,740,0
57627,1655125049,8.796,46.96,72,443,12777,20681,937.544,2.24,2.32,15.4,2.401,0.054,741,0
57628,1655125050,8.742,47.0,68,447,12787,20697,937.541,2.18,2.27,15.02,2.342,0.053,742,0
57629,1655125051,8.687,46.95,48,411,12797,20714,937.534,2.15,2.23,14.79,2.306,0.052,743,0
57630,1655125052,8.633,45.91,35,400,12798,20723,937.539,2.13,2.21,14.65,2.285,0.052,744,0
57631,1655125053,8.578,44.84,36,404,12795,20712,937.533,2.12,2.2,14.56,2.27,0.051,745,0
57632,1655125054,8.524,44.0,61,425,12789,20707,937.538,2.1,2.18,14.44,2.252,0.051,746,0
57633,1655125055,8.47,43.35,44,417,12794,20700,937.539,2.06,2.14,14.2,2.215,0.05,747,0
57634,1655125056,8.415,42.77,68,440,12784,20688,937.555,2.05,2.13,14.08,2.195,0.05,748,0
57635,1655125057,8.361,42.38,53,431,12789,20699,937.546,1.99,2.07,13.7,2.136,0.048,749,0
57636,1655125058,8.306,42.05,59,428,12785,20697,937.534,1.97,2.05,13.56,2.115,0.048,750,0
57637,1655125059,8.252,41.81,67,433,12785,20691,937.541,1.94,2.02,13.37,2.085,0.047,751,0
57638,1655125060,8.198,41.58,55,426,12790,20695,937.537,1.93,2.01,13.3,2.074,0.047,752,0
57639,1655125061,8.143,41.46,61,432,12785,20699,937.524,1.93,2.01,13.31,2.075,0.047,753,0
57640,1655125062,8.089,41.26,57,426,12784,20701,937.521,1.93,2.01,13.31,2.075,0.047,754,0
57641,1655125063,8.035,41.16,50,425,12788,20702,937.533,1.94,2.01,13.33,2.078,0.047,755,0
57642,1655125064,7.98,41.05,49,434,12786,20706,937.543,1.92,2.0,13.23,2.064,0.047,756,0
57643,1655125065,7.926,40.98,55,422,12789,20697,937.559,1.87,1.94,12.87,2.007,0.045,757,0
57644,1655125066,7.872,40.86,60,432,12781,20689,937.555,1.83,1.91,12.62,1.968,0.044,758,0
57645,1655125067,7.817,40.82,59,437,12779,20697,937.558,1.82,1.89,12.49,1.948,0.044,759,0
57646,1655125068,7.763,40.72,65,440,12777,20687,937.562,1.82,1.9,12.55,1.958,0.044,760,0
57647,1655125069,7.709,40.66,74,442,12778,20681,937.561,1.85,1.92,12.72,1.984,0.045,761,0
57648,1655125070,7.655,40.66,86,438,12774,20671,937.56,1.86,1.93,12.77,1.991,0.045,762,0
57649,1655125071,7.6,40.59,75,447,12777,20678,937.551,1.92,2.0,13.22,2.061,0.047,763,0
57650,1655125072,7.546,40.55,63,442,12780,20694,937.543,1.97,2.05,13.55,2.113,0.048,764,0
57651,1655125073,7.492,40.5,71,449,12778,20692,937.533,2.03,2.11,14.0,2.183,0.049,765,0
57652,1655125074,7.437,40.5,72,431,12779,20681,937.52,2.06,2.14,14.18,2.211,0.05,766,0
57653,1655125075,7.383,40.42,73,438,12775,20679,937.525,2.08,2.16,14.33,2.235,0.05,767,0
57654,1655125076,7.329,40.37,82,436,12775,20674,937.526,2.11,2.2,14.55,2.268,0.051,768,0
57655,1655125077,7.275,40.36,84,438,12776,20666,937.53,2.12,2.2,14.61,2.278,0.051,769,0
57656,1655125078,7.221,40.33,85,438,12781,20670,937.524,2.14,2.22,14.72,2.296,0.052,770,0
57657,1655125079,7.167,40.28,75,432,12781,20679,937.518,2.13,2.21,14.67,2.287,0.052,771,0
57658,1655125080,7.112,40.23,82,427,12781,20669,937.505,2.1,2.18,14.42,2.249,0.051,772,0
57659,1655125081,7.058,40.32,104,467,12761,20650,937.512,2.07,2.15,14.24,2.221,0.05,773,0
57660,1655125082,7.004,41.24,96,459,12765,20663,937.526,2.02,2.09,13.87,2.163,0.049,774,0
57661,1655125083,6.95,42.29,90,452,12766,20666,937.527,1.99,2.07,13.73,2.141,0.048,775,0
57662,1655125084,6.896,43.12,91,449,12767,20666,937.524,1.94,2.01,13.33,2.078,0.047,776,0
57663,1655125085,6.842,43.78,100,451,12769,20669,937.53,1.92,1.99,13.19,2.057,0.046,777,0
57664,1655125086,6.788,44.27,99,456,12772,20658,937.539,1.88,1.96,12.96,2.021,0.046,778,0
57665,1655125087,6.734,44.64,97,447,12772,20659,937.54,1.87,1.94,12.86,2.005,0.045,779,0
57666,1655125088,6.68,44.93,96,444,12774,20667,937.542,1.82,1.89,12.55,1.956,0.044,780,0
57667,1655125089,6.626,45.21,93,437,12774,20661,937.555,1.79,1.86,12.35,1.925,0.043,781,0
57668,1655125090,6.572,45.46,108,445,12772,20650,937.55,1.74,1.8,11.96,1.864,0.042,782,0
57669,1655125091,6.518,45.59,105,440,12775,20658,937.544,1.73,1.8,11.91,1.858,0.042,783,0
57670,1655125092,6.464,45.79,103,442,12780,20650,937.553,1.74,1.8,11.96,1.864,0.042,784,0
57671,1655125093,6.41,45.89,97,431,12779,20654,937.557,1.75,1.82,12.07,1.882,0.042,785,0
57672,1655125094,6.356,46.05,103,438,12777,20650,937.552,1.79,1.86,12.31,1.919,0.043,786,0
